price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Балкон/лоджия,Ремонт,Вид из окон,Год постройки,Высота потолков,Лифт,Материал стен,Парковка,Мебель,Вид из окна,,Срок сдачи,Территория,Временная эпоха,Отопление,Консьерж,Отделка,Серия дома,Тип жилья,Кухонная мебель,Кондиционер,Посудомойка,Холодильник,Стиральная машина,Реновация,Интернет,Телевизор
11000000,2-комнатная,"40,8 м²",30 м²,"6,5 м²",1 из 5,раздельный,1,есть,,,,248 м,,кирпич,,есть,,Хорошие школы,,,хрущевка,,,,II-29,,,,,,,,,
11700000,2-комнатная,"40,8 м²",20 м²,"5,9 м²",2 из 12,совмещённый,1,есть,Хороший,,,"2,64 м",есть,панель,закрытая,,на улицу,Хорошая школа,,,брежневка,центральное,,,II-49,,,,,,,,,
15380000,2-комнатная,"40,9 м²",20 м²,14 м²,14 из 32,совмещённый,1,,,,2018,"2,9 м",есть,монолит,,,на улицу,,,,,центральное,,,1-511,,,,,,,,,
18500000,2-комнатная,"40,9 м²",20 м²,14 м²,3 из 30,совмещённый,1,,Евро,,2021,"2,87 м",,монолит,подземная,есть,на улицу,Спортивная площадка,,,,,,,,,есть,есть,,,,,,
18742807,2-комнатная,"40,9 м²","35,9 м²",,4 из 15,,,,,,,"3,06 м",,,,,на улицу,,2027 г.,,,,,без отделки,,,,,,,,,,
13999000,2-комнатная,"40,9 м²","30,9 м²",6 м²,5 из 5,совмещённый,1,есть,,,,,,кирпич,,,на улицу,,,,,,,,,,,,,,,,,
9950000,2-комнатная,"40,9 м²","25,1 м²","5,9 м²",5 из 5,совмещённый,1,есть,,,,,,кирпич,,,на улицу,Хорошие школы,,,хрущевка,,,,,,,,,,,,,
13999999,2-комнатная,"40,9 м²","25,3 м²",5 м²,5 из 5,совмещённый,1,есть,Нужен ремонт,,,"2,48 м",,кирпич,открытая,,во двор,Хорошая школа,,,хрущевка,центральное,,,1-511,,,,,,,,,
13999999,2-комнатная,"40,9 м²","25,3 м²",5 м²,5 из 5,совмещённый,1,есть,Черновая отделка,,,"2,48 м",,кирпич,закрытая,,во двор,,,,,,,,,,,,,,,,,
12500000,2-комнатная,"40,9 м²","26,2 м²",6 м²,6 из 8,раздельный,1,есть,,,,"2,64 м",есть,кирпич,,нет,на улицу,Хорошая школа,,,,центральное,,,,,,,,,,,,
11150000,2-комнатная,"40,9 м²",,"6,8 м²",8 из 9,совмещённый,1,есть,Нужен ремонт,,2023,,есть,монолит,закрытая,нет,на улицу,,,,,,,,,,,,,,,,,
12800000,2-комнатная,40 м²,26 м²,7 м²,10 из 12,раздельный,1,,Евро,,,,есть,блок,закрытая,есть,на улицу,Хорошие школы,,,брежневка,центральное,,,II-68,,,,,,,,,
12000000,2-комнатная,40 м²,23 м²,"5,5 м²",11 из 12,раздельный,1,,Хороший,,,"2,64 м",есть,блок,,,на улицу,Хорошие школы,,,брежневка,,,,II-18,,,,,,,,,
13600000,2-комнатная,40 м²,"23,1 м²","6,5 м²",12 из 12,совмещённый,1,,Евро,во двор и на улицу,,,есть,блок,закрытая,нет,,Хорошая школа,,,брежневка,центральное,,,II-18,,,,,,,,,
22500000,2-комнатная,40 м²,"18,8 м²","9,2 м²",13 из 26,совмещённый,1,,Нужен ремонт,,2024,"2,87 м",есть,монолит,подземная,,на улицу,,,,,,,,,,,,,,,,,
16000000,2-комнатная,40 м²,"22,8 м²",7 м²,15 из 19,совмещённый,1,,Хороший,,,"2,64 м",есть,панель,закрытая,,во двор,Спортивная площадка,,,,центральное,,,1-МГ-601,,,,,,,,,
15200000,2-комнатная,40 м²,25 м²,"6,5 м²",16 из 19,совмещённый,1,,Хороший,,,"2,7 м",есть,панель,,,на улицу,Спортивная площадка,,,,,,,1-МГ-601,,,,,,,,,
11900000,2-комнатная,40 м²,28 м²,5 м²,2 из 5,,,,Хороший,,,"2,6 м",,кирпич,открытая,,на улицу,Хорошая школа,,,хрущевка,центральное,,,,,,,,,,,,
25500000,2-комнатная,40 м²,18 м²,17 м²,28 из 28,совмещённый,1,,Дизайнерский,во двор и на улицу,2024,"2,75 м",есть,монолит,подземная,есть,,,,,,,,,,,есть,есть,,,,,,
13000000,2-комнатная,40 м²,,"7,5 м²",3 из 9,раздельный,1,,Хороший,,,,есть,панель,,есть,во двор,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
12180000,2-комнатная,40 м²,"22,7 м²",8 м²,3 из 9,совмещённый,1,,Евро,во двор и на улицу,,,есть,панель,,,,,,,,,,,II-18,,,,,,,,,
15950000,2-комнатная,40 м²,30 м²,8 м²,3 из 9,совмещённый,1,,Евро,,,"2,6 м",есть,кирпич,закрытая,,на улицу,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
11500000,2-комнатная,40 м²,"23,5 м²","6,5 м²",4 из 14,раздельный,1,,Хороший,,,"2,7 м",есть,панель,закрытая,есть,во двор,,,,брежневка,центральное,,,II-18,,,,,,,,,
15999000,2-комнатная,40 м²,,7 м²,5 из 12,совмещённый,1,,Дизайнерский,,,"2,64 м",есть,блок,,есть,во двор,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
15990000,2-комнатная,40 м²,28 м²,6 м²,5 из 6,совмещённый,1,,Нужен ремонт,во двор и на улицу,,3 м,есть,кирпич,закрытая,,,,,,сталинка,,,,,,,,,,,,,
15990000,2-комнатная,40 м²,28 м²,6 м²,5 из 6,совмещённый,1,,Черновая отделка,,,3 м,есть,кирпич,,,,,,закрытая,сталинка,,,,,,,,,,,,,
20000000,2-комнатная,40 м²,22 м²,8 м²,5 из 9,совмещённый,1,,Евро,,,"2,64 м",есть,блок,закрытая,есть,на улицу,,,,,центральное,,,,,,,,,,,,
13300000,2-комнатная,40 м²,"23,7 м²","8,6 м²",6 из 12,раздельный,1,,Евро,во двор и на улицу,,"2,65 м",есть,блок,,,,,,,брежневка,центральное,,,II-18,,,,,,,,,
13300000,2-комнатная,40 м²,"23,7 м²","8,6 м²",6 из 12,раздельный,1,,Евро,во двор и на улицу,,"2,65 м",есть,блок,,,,,,,брежневка,центральное,,,II-18,,,,,,,,,
13650000,2-комнатная,40 м²,,10 м²,6 из 9,совмещённый,1,есть,Дизайнерский,,,"2,64 м",есть,кирпич,открытая,нет,,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
21500000,2-комнатная,40 м²,"26,4 м²","5,3 м²",6 из 9,раздельный,1,,Хороший,,,"2,7 м",есть,кирпич,закрытая,есть,на улицу,Хорошая школа,,,,центральное,,,,,,,,,,,,
10800000,2-комнатная,40 м²,24 м²,"6,4 м²",8 из 12,совмещённый,1,,Хороший,,,"2,7 м",есть,блок,закрытая,,во двор,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
15800000,2-комнатная,40 м²,,20 м²,8 из 23,,,,Нужен ремонт,,2024,"2,72 м",есть,монолит,подземная,,на улицу,,,,,,,,,,,,,,,,,
12500000,2-комнатная,40 м²,,4 м²,8 из 9,раздельный,1,,Хороший,,,"2,7 м",есть,кирпич,закрытая,есть,на улицу,,,,брежневка,центральное,,,II-29,,,,,,,,,
17500000,2-комнатная,40 м²,"22,6 м²","8,1 м²",8 из 9,совмещённый,1,есть,Нужен ремонт,во двор и на улицу,,,,блок,,нет,,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
15600000,2-комнатная,40 м²,24 м²,"7,3 м²",9 из 12,раздельный,1,есть,Хороший,,,"2,5 м",есть,блок,,,во двор,Хорошие школы,,,брежневка,,,,II-18,,,,,,,,,
13600000,2-комнатная,40 м²,,8 м²,9 из 9,совмещённый,1,,,,,,есть,блок,,,во двор,,,,,центральное,,,II-18,,,,,,,,,
10191700,2-комнатная,"41,1 м²","26,2 м²","5,6 м²",16 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
20623070,2-комнатная,"41,2 м²","11,4 м²","21,4 м²",18 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
10900000,2-комнатная,"41,2 м²",27 м²,"5,5 м²",2 из 9,раздельный,1,,Нужен ремонт,,,,есть,кирпич,,нет,во двор,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
20674675,2-комнатная,"41,2 м²","11,4 м²","21,4 м²",21 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
9990000,2-комнатная,"41,2 м²","28,7 м²",6 м²,3 из 4,совмещённый,1,,Хороший,,,"2,8 м",,,закрытая,,во двор,Хорошие школы,,,,центральное,,,,,,,,,,,,
10961622,2-комнатная,"41,3 м²","23,3 м²","7,9 м²",10 из 13,совмещённый,1,есть,,,2022,,,,,,,,,,,,,,,,,,,,,,,
16000000,2-комнатная,"41,3 м²","27,2 м²","6,2 м²",2 из 9,совмещённый,1,,Хороший,,,"2,64 м",есть,кирпич,закрытая,есть,во двор,,,,брежневка,,,,II-29,,,,,,,,,
11999999,2-комнатная,"41,3 м²","26,7 м²","5,5 м²",5 из 9,совмещённый,1,,,,,"2,65 м",есть,кирпич,,,на улицу,,,,,центральное,,,II-29,,,,,,,,,
20625246,2-комнатная,"41,4 м²","29,4 м²","4,6 м²",31 из 54,совмещённый,1,,,,,3 м,,монолит,закрытая,,во двор,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
16200000,2-комнатная,"41,5 м²",27 м²,6 м²,3 из 8,совмещённый,1,,Черновая отделка,,,"2,7 м",есть,кирпич,,,во двор,Хорошие школы,,,,центральное,,,,,,,,,,,,
13500000,2-комнатная,"41,5 м²","27,5 м²","5,3 м²",4 из 5,раздельный,1,,Хороший,,,"2,5 м",есть,кирпич,закрытая,нет,во двор,Хорошие школы,,,,центральное,,,1-511,,,,,,,,,
8950000,2-комнатная,"41,5 м²",30 м²,5 м²,8 из 12,совмещённый,1,,Хороший,,2021,"2,8 м",есть,монолит,закрытая,есть,во двор,,,,,,,,,апартаменты,,,,,,,,
10500000,2-комнатная,"41,5 м²","13,4 м²",20 м²,8 из 13,совмещённый,1,,,,2020,"2,8 м",есть,монолит,,,на улицу,,,,,,,,,апартаменты,,,,,,,,
14500000,2-комнатная,"41,6 м²",,"5,5 м²",1 из 5,совмещённый,1,,,,,,,,,нет,,Хорошая школа,,,хрущевка,центральное,,,1-515,,,,,,,,,
23000000,2-комнатная,"41,6 м²","25,2 м²",8 м²,3 из 6,совмещённый,1,есть,,,,"3,1 м",есть,кирпич,,,во двор,,,,,,,,,апартаменты,,,,,,,,
23000000,2-комнатная,"41,6 м²",23 м²,8 м²,3 из 6,совмещённый,1,,Дизайнерский,,,"3,1 м",есть,кирпич,,,во двор,,,,,,,,,апартаменты,,,,,,,,
15500000,2-комнатная,"41,7 м²","26,2 м²","5,5 м²",1 из 3,раздельный,1,,Чистовая отделка,,,3 м,,кирпич,,есть,на улицу,,,закрытая,,центральное,,,,,есть,,,,,Подлежит реновации,есть,
8697000,2-комнатная,"41,8 м²",27 м²,6 м²,1 из 5,совмещённый,1,есть,,,,"2,7 м",,кирпич,,,во двор,,,,,,,,,,,,,,,,,
8697000,2-комнатная,"41,8 м²",27 м²,6 м²,1 из 5,совмещённый,1,,Хороший,,,"2,7 м",,кирпич,открытая,,во двор,Хорошая школа,,,хрущевка,,,,,,,,,,,,,
10250000,2-комнатная,41 м²,"24,5 м²",6 м²,1 из 12,раздельный,1,,Нужен ремонт,,,"2,6 м",есть,панель,,,во двор,Хорошая школа,,,брежневка,центральное,,,II-49,,,,,,,,,
19500000,2-комнатная,41 м²,20 м²,12 м²,2 из 11,совмещённый,1,,Нужен ремонт,,2022,"2,7 м",есть,кирпич,подземная,,на улицу,Спортивная площадка,,,,,,,,апартаменты,,есть,,,,,,
12300000,2-комнатная,41 м²,25 м²,6 м²,2 из 12,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,,,на улицу,Хорошая школа,,,брежневка,центральное,,,II-49,,,,,,,,,
