price,Комнатность,Площадь квартиры,Жилая площадь,Этаж,Отделка,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Площадь кухни,Санузел,Кол-во санузлов,Балкон/лоджия,Серия дома,Отопление,,Тип жилья,Вид из окна,Ремонт,Вид из окон,Временная эпоха,Реновация,Территория,Год постройки,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Консьерж
22181040,2-комнатная,"56,7 м²","22,6 м²",17 из 19,предчистовая,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,,2,,,,,,во двор,,,,,,,,,,,,,,,
22916722,2-комнатная,"56,7 м²","22,6 м²",2 из 22,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
17000000,2-комнатная,"56,7 м²",35 м²,2 из 8,,,3 м,есть,кирпич,закрытая,8 м²,раздельный,1,,,,Хорошая школа,,на улицу,Хороший,,сталинка,,,,,,,есть,,,,,
13891500,2-комнатная,"56,7 м²","20,1 м²",23 из 27,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"14,3 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
13891500,2-комнатная,"56,7 м²","20,1 м²",24 из 27,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"14,3 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
17500000,2-комнатная,"56,7 м²",35 м²,3 из 5,,,"2,65 м",,кирпич,закрытая,7 м²,раздельный,1,,,,,,во двор,Хороший,,,,,,,,,есть,,,,,
19891458,2-комнатная,"56,8 м²",26 м²,10 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
28933333,2-комнатная,"56,8 м²","35,7 м²",13 из 24,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
31699560,2-комнатная,"56,8 м²","35,7 м²",15 из 24,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
21785240,2-комнатная,"56,8 м²","21,7 м²",22 из 49,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
32990000,2-комнатная,"56,8 м²",35 м²,23 из 41,,,"3,25 м",есть,монолит,подземная,15 м²,,2,,,,,,на улицу,Чистовая отделка,,,,,2023,,,,,,,,,
21907726,2-комнатная,"56,8 м²","21,7 м²",24 из 49,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
22091576,2-комнатная,"56,8 м²","21,7 м²",27 из 49,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
22055440,2-комнатная,"56,8 м²","21,7 м²",29 из 36,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
19101464,2-комнатная,"56,8 м²",26 м²,3 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
22900000,2-комнатная,"56,8 м²","36,5 м²",3 из 8,,,"2,75 м",есть,кирпич,открытая,8 м²,раздельный,1,,,,,,во двор,Хороший,,сталинка,,,,есть,,,есть,,есть,,,
22958639,2-комнатная,"56,8 м²","27,6 м²",4 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,18 м²,,,,,,,,,,,,,,,,,,,,,,,
17000000,2-комнатная,"56,8 м²","35,9 м²",4 из 8,,,,,кирпич,,"8,2 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
17000000,2-комнатная,"56,8 м²",33 м²,5 из 16,,,,,,закрытая,11 м²,раздельный,1,есть,,,,,,Евро,,,,,,,,,,,,,,
11300000,2-комнатная,"56,8 м²","32,8 м²",7 из 22,,,,есть,панель,,10 м²,раздельный,1,есть,КОПЭ,центральное,,,во двор,Хороший,,,,,,,,,,,,,,
32000000,2-комнатная,"56,8 м²",40 м²,8 из 8,,,,,кирпич,,7 м²,,,есть,,,,,,,,,,,,,,есть,есть,,есть,,есть,
24752678,2-комнатная,"56,9 м²","51,9 м²",10 из 15,без отделки,2027 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
22601533,2-комнатная,"56,9 м²","40,4 м²",22 из 27,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,5 м²",,,,,,,,,,,,,,,,,,,,,,,
23397280,2-комнатная,"56,9 м²","21,4 м²",25 из 30,предчистовая,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
22781227,2-комнатная,"56,9 м²","51,9 м²",3 из 15,без отделки,2027 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
22180189,2-комнатная,"56,9 м²","38,7 м²",32 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
24095528,2-комнатная,"56,9 м²","51,9 м²",7 из 15,без отделки,2027 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
11900000,2-комнатная,56 м²,38 м²,1 из 5,,,3 м,есть,кирпич,закрытая,7 м²,раздельный,1,,П-44Т,,,,,Хороший,во двор и на улицу,сталинка,,,,,,,есть,,,,,
35000000,2-комнатная,56 м²,37 м²,10 из 14,,,,есть,кирпич,закрытая,9 м²,совмещённый,1,есть,Башня Вулыха,центральное,Хорошая школа,,во двор,Хороший,,сталинка,,,,,,,,,,,,
20500000,2-комнатная,56 м²,32 м²,10 из 16,,,"2,7 м",есть,панель,,"10,5 м²",раздельный,1,есть,,центральное,,,,Хороший,во двор и на улицу,,,,,,,,,,,,,
14800000,2-комнатная,56 м²,22 м²,11 из 14,,,"2,9 м",есть,кирпич-монолит,открытая,14 м²,раздельный,1,есть,,,,,,Дизайнерский,,,,,2020,,,,,,,,,
12901725,2-комнатная,56 м²,"20,5 м²",11 из 23,,1 кв. 2025 г.,"2,6 м",есть,монолит,открытая,"19,6 м²",совмещённый,1,,,,,апартаменты,на улицу,,,,,,,,,,,,,,,
20500000,2-комнатная,56 м²,33 м²,13 из 17,,,,,монолит,,10 м²,,,,,,,,,,,,,,,,,,,,,,,
18000000,2-комнатная,56 м²,"32,2 м²",15 из 23,,,,есть,,,"10,1 м²",раздельный,2,есть,,,,,,,,,,,,,,,,,,,,
37490000,2-комнатная,56 м²,32 м²,16 из 34,,,3 м,есть,кирпич-монолит,подземная,19 м²,совмещённый,1,,,,,,на улицу,Дизайнерский,,,,,2022,,,,есть,,,,,
56000000,2-комнатная,56 м²,35 м²,22 из 34,,,"3,2 м",есть,блок,подземная,10 м²,совмещённый,1,,,,,апартаменты,на улицу,Дизайнерский,,,,,2024,есть,,,есть,,,,,
23457280,2-комнатная,56 м²,"24,6 м²",25 из 59,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
22575489,2-комнатная,56 м²,"22,3 м²",27 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
21600000,2-комнатная,56 м²,"19,9 м²",29 из 31,,2026 г.,,,,,"18,3 м²",,,,,,,,,,,,,,,,,,,,,,,
22677318,2-комнатная,56 м²,"22,3 м²",29 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
19000000,2-комнатная,56 м²,"34,4 м²",3 из 4,,,"2,6 м",есть,кирпич,закрытая,"7,4 м²",раздельный,1,,,,,,во двор,Евро,,,,,,,,,есть,,,,,
23785994,2-комнатная,56 м²,"22,3 м²",3 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
22774055,2-комнатная,56 м²,"22,3 м²",31 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
22982805,2-комнатная,56 м²,"22,3 м²",36 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
26661600,2-комнатная,56 м²,"37,1 м²",52 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
24500000,2-комнатная,56 м²,32 м²,7 из 14,,,"2,9 м",есть,монолит,подземная,10 м²,раздельный,1,,,,Спортивная площадка,,во двор,Хороший,,,,,2008,,,,,,,,,
24500000,2-комнатная,56 м²,30 м²,7 из 14,,,,есть,монолит,,10 м²,раздельный,1,есть,,,Спортивная площадка,,во двор,Нужен ремонт,,,,закрытая,2013,,,,,,,,,
13950000,2-комнатная,56 м²,29 м²,7 из 9,,,"2,64 м",есть,панель,,12 м²,раздельный,1,есть,,,,,во двор,Евро,,,,,,,,,,,,,,
20000000,2-комнатная,56 м²,33 м²,8 из 10,,,3 м,есть,,закрытая,10 м²,раздельный,1,,,центральное,Хорошие школы,,во двор,Хороший,,сталинка,,,,,,,есть,,,,,
22748354,2-комнатная,"57,1 м²","20,1 м²",11 из 59,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
28914144,2-комнатная,"57,1 м²","35,4 м²",13 из 24,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
20172191,2-комнатная,"57,1 м²","26,2 м²",13 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
20289250,2-комнатная,"57,1 м²","26,2 м²",15 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
23802135,2-комнатная,"57,1 м²","40,2 м²",2 из 45,предчистовая,1 кв. 2028 г.,3 м,есть,кирпич-монолит,закрытая,,совмещённый,1,,,,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
20327566,2-комнатная,"57,1 м²","25,1 м²",23 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
37000000,2-комнатная,"57,1 м²","34,9 м²",5 из 6,,,"2,9 м",есть,кирпич,закрытая,10 м²,совмещённый,1,,,,,,,Дизайнерский,во двор и на улицу,,,,,,,,есть,,,,,
22549361,2-комнатная,"57,1 м²","20,1 м²",6 из 59,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
35607705,2-комнатная,"57,1 м²","34,4 м²",6 из 6,без отделки,,"4,2 м",,,,,,,,,,,,во двор,,,,,,2023,,,,,,,,,
21500000,2-комнатная,"57,2 м²",32 м²,2 из 9,,,"2,65 м",есть,кирпич,,"9,2 м²",совмещённый,1,,,центральное,Хорошие школы,,на улицу,,,сталинка,,,,,,,,,,,,
21844680,2-комнатная,"57,2 м²",24 м²,24 из 28,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,,2,,,,,,во двор,,,,,,,,,,,,,,,
25987676,2-комнатная,"57,2 м²","25,8 м²",3 из 29,предчистовая,2025 г.,"2,87 м",есть,кирпич-монолит,подземная,17 м²,совмещённый,2,,,,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
26552979,2-комнатная,"57,2 м²","27,5 м²",39 из 42,предчистовая,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,"12,9 м²",,2,,,центральное,,,во двор,,,хрущевка,Подлежит реновации,закрытая,,,,,,,,,,
26679184,2-комнатная,"57,2 м²","27,5 м²",42 из 42,предчистовая,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,"12,9 м²",,2,,,центральное,,,во двор,,,хрущевка,Подлежит реновации,закрытая,,,,,,,,,,
21000000,2-комнатная,"57,2 м²",40 м²,8 из 18,,,,есть,кирпич,закрытая,"8,3 м²",совмещённый,1,есть,,центральное,Хорошие школы,,,Евро,,,,,,,,,есть,,,,,
11400000,2-комнатная,"57,2 м²",35 м²,8 из 19,,,"2,8 м",есть,кирпич-монолит,подземная,"10,4 м²",раздельный,1,есть,,,,,,Хороший,во двор и на улицу,,,,,,,,есть,,,,,
11400000,2-комнатная,"57,2 м²",35 м²,8 из 19,,,"2,8 м",есть,кирпич-монолит,закрытая,"10,4 м²",раздельный,1,есть,,,,,на улицу,,,,,,,,,,есть,,есть,,,
13470819,2-комнатная,"57,3 м²","21,6 м²",16 из 23,,3 кв. 2025 г.,"2,6 м",есть,монолит,открытая,"20,5 м²",совмещённый,1,,,,,апартаменты,на улицу,,,,,,,,,,,,,,,
22517105,2-комнатная,"57,3 м²","27,6 м²",2 из 19,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"13,6 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
18272833,2-комнатная,"57,3 м²","27,6 м²",2 из 19,без отделки,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"13,6 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
19446288,2-комнатная,"57,3 м²","27,6 м²",2 из 19,без отделки,4 кв. 2025 г.,"2,87 м",есть,монолит,открытая,"13,6 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
36149138,2-комнатная,"57,3 м²",,23 из 25,без отделки,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20079295,2-комнатная,"57,3 м²","25,6 м²",23 из 30,без отделки,2026 г.,3 м,,монолит,,"14,5 м²",,,,,,,,,,,,,,,,,,,,,,,
26172324,2-комнатная,"57,3 м²","27,5 м²",33 из 42,предчистовая,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,"12,9 м²",,2,,,центральное,,,во двор,,,хрущевка,Подлежит реновации,закрытая,,,,,,,,,,
22799471,2-комнатная,"57,3 м²","27,6 м²",6 из 19,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"13,6 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
23902565,2-комнатная,"57,4 м²","38,8 м²",10 из 13,без отделки,2 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,4 м²",,,,,,,,,,,,,,,,,,,,,,,
11085460,2-комнатная,"57,4 м²","28,8 м²",10 из 14,без отделки,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
25155320,2-комнатная,"57,4 м²","38,8 м²",11 из 13,без отделки,2 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,4 м²",,,,,,,,,,,,,,,,,,,,,,,
24019489,2-комнатная,"57,4 м²","38,8 м²",12 из 13,без отделки,2 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,4 м²",,,,,,,,,,,,,,,,,,,,,,,
21450000,2-комнатная,"57,4 м²","24,4 м²",13 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
13496624,2-комнатная,"57,4 м²","28,8 м²",14 из 14,,4 кв. 2025 г.,"2,8 м",,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
13287776,2-комнатная,"57,4 м²","28,8 м²",14 из 14,,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
14029794,2-комнатная,"57,4 м²","28,8 м²",14 из 14,,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
21740000,2-комнатная,"57,4 м²","24,4 м²",16 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
21160000,2-комнатная,"57,4 м²","24,4 м²",16 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
15600000,2-комнатная,"57,4 м²","33,7 м²",17 из 17,,,,,панель,,10 м²,раздельный,1,есть,П-44,центральное,Хорошая школа,,,,,,,,,,,,нет,,,,,
21160000,2-комнатная,"57,4 м²","24,4 м²",17 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
21160000,2-комнатная,"57,4 м²","24,4 м²",18 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
12218636,2-комнатная,"57,4 м²","28,8 м²",2 из 12,,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
21570000,2-комнатная,"57,4 м²","24,4 м²",20 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
21570000,2-комнатная,"57,4 м²","24,4 м²",21 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
22260000,2-комнатная,"57,4 м²","24,4 м²",23 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
25345509,2-комнатная,"57,4 м²","27,5 м²",29 из 42,предчистовая,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,"12,9 м²",,2,,,центральное,,,во двор,,,хрущевка,Подлежит реновации,закрытая,,,,,,,,,,
25194295,2-комнатная,"57,4 м²","38,8 м²",3 из 13,без отделки,2 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,4 м²",,,,,,,,,,,,,,,,,,,,,,,
15500000,2-комнатная,"57,4 м²","32,1 м²",4 из 17,,,"2,64 м",есть,монолит,закрытая,12 м²,раздельный,1,,П-3М,центральное,,,во двор,Хороший,,,,,,,,,есть,,,,,
