price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Территория,Балкон/лоджия,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Отопление,Консьерж,,Вид из окон,Тип жилья,Вид из окна,Отделка,Год постройки,Временная эпоха,Серия дома,Реновация
14500000,3-комнатная,"56,1 м²",35 м²,7 м²,5 из 9,раздельный,1,,"2,7 м",есть,панель,,,есть,Хороший,,,,,,,,,центральное,,,во двор и на улицу,,,,,брежневка,II-49,
23994077,3-комнатная,"56,2 м²","26,4 м²","21,1 м²",25 из 31,совмещённый,1,2 кв. 2027 г.,"2,72 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
24678498,3-комнатная,"56,4 м²","24,9 м²","20,6 м²",29 из 31,совмещённый,1,2 кв. 2027 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
24953029,3-комнатная,"56,4 м²","24,9 м²","20,6 м²",31 из 31,совмещённый,1,2 кв. 2027 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
18578718,3-комнатная,"56,5 м²","27,6 м²","19,5 м²",48 из 68,совмещённый,1,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,во двор,без отделки,,,,
15500000,3-комнатная,"56,6 м²",40 м²,8 м²,7 из 9,раздельный,1,,"2,64 м",есть,панель,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,Хорошие школы,,,на улицу,,,брежневка,II-49,
23831494,3-комнатная,"56,7 м²","24,9 м²","20,9 м²",25 из 31,совмещённый,1,2 кв. 2027 г.,"2,72 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
13890000,3-комнатная,"56,7 м²",42 м²,"4,8 м²",4 из 5,раздельный,1,,"2,48 м",,кирпич,открытая,,есть,Нужен ремонт,,,,,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,хрущевка,1-511,
13890000,3-комнатная,"56,7 м²",42 м²,"4,8 м²",4 из 5,раздельный,1,,"2,48 м",,кирпич,закрытая,,есть,Черновая отделка,,,,нет,,,,,центральное,,Хорошая школа,,,на улицу,,,хрущевка,1-511,
25892666,3-комнатная,"56,7 м²","25,2 м²","15,4 м²",40 из 48,,2,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
18500000,3-комнатная,"56,8 м²","35,5 м²",6 м²,4 из 9,совмещённый,1,,"2,64 м",есть,панель,закрытая,,есть,Евро,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
15500000,3-комнатная,"56,8 м²",40 м²,"5,8 м²",4 из 9,раздельный,1,,,есть,,закрытая,,,Нужен ремонт,,,,,,,,,центральное,,Хорошие школы,,,на улицу,,,брежневка,1-515,
13000000,3-комнатная,"56,8 м²","37,7 м²","6,1 м²",9 из 9,совмещённый,1,,"2,65 м",есть,панель,открытая,,есть,Хороший,есть,,,есть,,есть,,,центральное,,Хорошая школа,,,на улицу,,,брежневка,II-49,
36300000,3-комнатная,"56,9 м²",,21 м²,10 из 20,совмещённый,1,,"2,9 м",есть,монолит,подземная,,,Дизайнерский,,,,,,,,,,,,,,во двор,,2021,,,
28800000,3-комнатная,"56,9 м²",42 м²,6 м²,3 из 9,раздельный,1,,"2,5 м",есть,кирпич,закрытая,,,Нужен ремонт,,,,нет,,,,,,,,,,во двор,,,,II-29,
11990000,3-комнатная,56 м²,34 м²,8 м²,1 из 16,совмещённый,1,,,есть,панель,закрытая,,,Хороший,,,,есть,,,,,центральное,,,во двор и на улицу,,,,,брежневка,II-68,
25000000,3-комнатная,56 м²,42 м²,"5,8 м²",1 из 5,,4,,"2,48 м",,кирпич,закрытая,,,,,,,есть,,есть,,,,,Хорошие школы,,апартаменты,на улицу,,,хрущевка,1-511,
25000000,3-комнатная,56 м²,42 м²,"5,8 м²",1 из 5,совмещённый,4,,"2,48 м",,кирпич,открытая,,,Хороший,,,,есть,,,,,,,Хорошие школы,во двор и на улицу,апартаменты,,,,хрущевка,1-511,
14300000,3-комнатная,56 м²,"41,2 м²",6 м²,1 из 9,раздельный,1,,,есть,кирпич,закрытая,,,Хороший,,,,нет,,,,,центральное,,Хорошие школы,во двор и на улицу,,,,,брежневка,II-29,
20000000,3-комнатная,56 м²,"42,9 м²",6 м²,2 из 5,совмещённый,1,,,,панель,,,есть,Чистовая отделка,,,,нет,,,,,центральное,,Хорошие школы,,,во двор,,,хрущевка,1-515,
18199000,3-комнатная,56 м²,,"6,5 м²",3 из 5,,,,,,кирпич,,,есть,Чистовая отделка,,,,нет,,,,,,,Хорошие школы,,,во двор,,,,1-510,
25264697,3-комнатная,56 м²,"24,5 м²","15,4 м²",37 из 48,,2,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
13890000,3-комнатная,56 м²,"41,9 м²",5 м²,4 из 5,раздельный,1,,"2,48 м",,кирпич,,,есть,Черновая отделка,,,,,,,,,центральное,,Хорошая школа,,,,,,хрущевка,1-511,
13890000,3-комнатная,56 м²,,5 м²,4 из 5,раздельный,1,,"2,48 м",,кирпич,,,,Нужен ремонт,,,,,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,хрущевка,1-511,
17990000,3-комнатная,56 м²,25 м²,20 м²,7 из 9,,2,,"2,65 м",есть,,подземная,,,Евро,,,,,,,,,,,,,,на улицу,,2021,,,
18368677,3-комнатная,"57,2 м²","27,9 м²","19,2 м²",2 из 68,совмещённый,1,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,во двор,без отделки,,,,
19800000,3-комнатная,"57,2 м²","30,3 м²",6 м²,4 из 9,раздельный,1,,"2,64 м",есть,панель,закрытая,,,Евро,,,,есть,,,,,центральное,,Хорошая школа,,,на улицу,,,брежневка,1-515,
13600000,3-комнатная,"57,4 м²","43,2 м²",6 м²,1 из 12,раздельный,1,,"2,58 м",есть,монолит,закрытая,,,Хороший,,,,есть,,,,,центральное,,Спортивная площадка,,,,,,брежневка,,
14500000,3-комнатная,"57,4 м²","38,5 м²",6 м²,6 из 9,раздельный,1,,"2,65 м",есть,панель,закрытая,,,Хороший,,,,есть,,,,,центральное,,Хорошие школы,,,на улицу,,,брежневка,,
18502556,3-комнатная,"57,6 м²","25,9 м²","20,1 м²",27 из 47,совмещённый,1,3 кв. 2027 г.,"2,68 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,во двор,без отделки,,,,
18662456,3-комнатная,"57,6 м²","25,9 м²","20,2 м²",29 из 47,совмещённый,1,3 кв. 2027 г.,"2,68 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,во двор,без отделки,,,,
11500000,3-комнатная,"57,7 м²",,6 м²,4 из 9,совмещённый,1,,,есть,панель,,,есть,Чистовая отделка,,,,нет,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,1-515,
26529859,3-комнатная,"57,8 м²","25,7 м²","20,4 м²",38 из 48,совмещённый,1,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
9500000,3-комнатная,"57,8 м²",,6 м²,5 из 9,,,,,,монолит,,,,,,,,,,,,,,,,,,,,2022,,,
35500000,3-комнатная,"57,9 м²","38,3 м²","4,9 м²",1 из 9,раздельный,1,,"2,5 м",есть,кирпич,открытая,,,Хороший,есть,,,есть,,есть,,,центральное,,,,,во двор,,,брежневка,,
10000000,3-комнатная,"57,9 м²","35,5 м²",6 м²,3 из 9,раздельный,1,,"2,6 м",есть,панель,,,есть,,,,,,,,,,центральное,,,,,,,,брежневка,II-49,
20200000,3-комнатная,"57,9 м²","38,5 м²","6,7 м²",7 из 9,раздельный,1,,"2,7 м",,панель,,,есть,,,,,,,,,,,,Хорошие школы,,,,,,,1605-АМ,
13700000,3-комнатная,"57,9 м²",,6 м²,7 из 9,раздельный,1,,,,панель,,,есть,Нужен ремонт,,,,нет,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
13700000,3-комнатная,"57,9 м²",,6 м²,7 из 9,раздельный,1,,,есть,панель,,,есть,Нужен ремонт,,,,нет,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
15500000,3-комнатная,57 м²,43 м²,6 м²,1 из 9,раздельный,1,,,,,,,,,,,,,,,,,центральное,,Хорошие школы,,,во двор,,,брежневка,II-29,
14900000,3-комнатная,57 м²,44 м²,6 м²,3 из 9,раздельный,1,,,есть,кирпич,,,есть,,,,,,,,,,центральное,,Хорошие школы,,,во двор,,,брежневка,II-29,
14500000,3-комнатная,57 м²,,,4 из 9,раздельный,1,,,есть,кирпич,,,есть,Нужен ремонт,,,,нет,,есть,,,,,Хорошие школы,,,во двор,,,брежневка,II-29,
18800000,3-комнатная,57 м²,"40,2 м²",6 м²,6 из 10,,,,,,кирпич,,,,,,,,,,,,,центральное,,,,,,,,брежневка,,
20500000,3-комнатная,57 м²,40 м²,6 м²,6 из 9,раздельный,1,,,есть,кирпич,закрытая,,есть,Нужен ремонт,,,,нет,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,,
20900000,3-комнатная,57 м²,39 м²,6 м²,6 из 9,раздельный,1,,,есть,,,,есть,,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,,
11690000,3-комнатная,57 м²,42 м²,"7,1 м²",7 из 12,раздельный,1,,"2,6 м",есть,панель,закрытая,,,Нужен ремонт,,,,,,,,,центральное,,Спортивная площадка,,,на улицу,,,брежневка,,
20500000,3-комнатная,57 м²,42 м²,7 м²,9 из 9,совмещённый,1,,"2,5 м",есть,кирпич,закрытая,,,Дизайнерский,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-29,
15000000,3-комнатная,"58,1 м²",,6 м²,2 из 9,раздельный,1,,"2,64 м",есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,Хорошие школы,,,во двор,,,брежневка,II-49,
15000000,3-комнатная,"58,1 м²",,6 м²,2 из 9,раздельный,1,,"2,64 м",есть,панель,,,есть,,,,,,,,,,центральное,,Хорошие школы,,,во двор,,,брежневка,II-49,
25745231,3-комнатная,"58,1 м²","25,8 м²","21,6 м²",20 из 42,совмещённый,1,4 кв. 2026 г.,"2,74 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
26562164,3-комнатная,"58,2 м²","25,9 м²","21,7 м²",30 из 42,совмещённый,1,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
27144712,3-комнатная,"58,2 м²","25,9 м²","21,7 м²",33 из 42,совмещённый,1,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
27250674,3-комнатная,"58,2 м²","25,9 м²","21,7 м²",36 из 42,совмещённый,1,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
13899000,3-комнатная,"58,3 м²","42,6 м²",6 м²,1 из 9,раздельный,1,,"2,64 м",есть,панель,,,есть,,,,,,,,,,центральное,,Хорошие школы,,,на улицу,,,брежневка,II-49,
14800000,3-комнатная,"58,3 м²","44,2 м²",6 м²,3 из 9,раздельный,1,,"2,6 м",есть,панель,закрытая,,,Хороший,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
15000000,3-комнатная,"58,3 м²","38,6 м²",6 м²,9 из 9,,,,,,панель,,,,,,,,,,,,,,,Хорошая школа,,,,,,брежневка,II-05,
11700000,3-комнатная,"58,4 м²","42,9 м²",6 м²,1 из 9,раздельный,1,,,есть,панель,,,есть,,,,,,,,,,,,Хорошая школа,,,,,,брежневка,II-49,
